date,price_V,price_MA,ticker_A,ticker_B,spread,zscore,hedge_ratio
2010-11-01,19.33,23.9,V,MA,-0.045247068753827335,0.07389354746114721,0.8106797936717082
2010-11-02,19.61,24.6,V,MA,-0.16710515066696274,0.04233138691946312,0.8039473638482504
2010-11-03,19.75,25.18,V,MA,-0.3292008246278151,0.00034738713591305826,0.7974265617405805
2010-11-04,20.0,25.49,V,MA,-0.24471959226236706,0.022228662278404605,0.7942220318659227
2010-11-05,19.95,25.63,V,MA,-0.3244032626707458,0.0015899917979955824,0.7910418752505168
2010-11-08,19.68,25.28,V,MA,-0.26421887806640143,0.0171782004679699,0.7889327087842721
2010-11-09,19.58,25.15,V,MA,-0.2238464397748423,0.027634965902089775,0.787429281899596
2010-11-10,19.82,25.36,V,MA,-0.13025383015353498,0.051876156342692395,0.7866819333656757
2010-11-11,19.8,25.21,V,MA,-0.02859119187812098,0.07820754495446325,0.7865367390669623
2010-11-12,19.23,24.32,V,MA,0.09100679946478962,0.10918432502489529,0.7869651809430597
2010-11-15,19.09,24.29,V,MA,-0.0229985662186607,0.0796560771005646,0.7868669644388087
2010-11-16,18.75,23.31,V,MA,0.37272834108556196,0.18215232505483087,0.788385742553172
2010-11-17,18.93,23.46,V,MA,0.3994236494364998,0.1890666108753041,0.7898796398364664
2010-11-18,19.23,24.25,V,MA,0.06972462947017988,0.10367208278786334,0.7901144482692709
2010-11-19,19.26,24.39,V,MA,-0.010117411921712005,0.08299239303053554,0.7900827147159374
2010-11-22,18.86,24.34,V,MA,-0.3457008533650594,-0.003926244516343979,0.7890591969336508
2010-11-23,18.66,23.57,V,MA,0.05792323716475423,0.100615433341955,0.7892268461109566
2010-11-24,18.95,23.78,V,MA,0.17108833638101117,0.12992604592590462,0.7896935098241795
2010-11-26,18.87,23.52,V,MA,0.2791273558733174,0.1579089652731255,0.7904282586788556
2010-11-29,18.55,23.56,V,MA,-0.06843162417342441,0.06788857307822106,0.790256011212794
2010-11-30,18.46,23.7,V,MA,-0.2545619219744779,0.019679424791643006,0.7896439629525097
2010-12-01,18.8,24.82,V,MA,-0.7573753521959361,-0.11055303872667434,0.7879683864704246
2010-12-02,19.25,24.92,V,MA,-0.36671703674634415,-0.009369594218224375,0.7871876820524214
2010-12-03,19.34,24.91,V,MA,-0.2557070638566685,0.0193828244237292,0.7866602594884251
2010-12-06,19.58,25.32,V,MA,-0.3221715164616086,0.0021680308663545905,0.7860257312978518
2010-12-07,19.22,24.68,V,MA,-0.17082982221589305,0.04136666894961865,0.7856900252113409
2010-12-08,19.48,25.06,V,MA,-0.1999434158707416,0.0338260290310066,0.7853129854697024
2010-12-09,19.78,25.12,V,MA,0.05060375544456264,0.09871963247665591,0.7854059014552324
2010-12-10,20.05,25.48,V,MA,0.03622426409761914,0.09499523597151883,0.7854700053336885
2010-12-13,20.22,25.93,V,MA,-0.1410122532438578,0.04908964377478427,0.7852299364922428
2010-12-14,20.16,25.41,V,MA,0.19870752980168405,0.13707962493428336,0.785568377418273
2010-12-15,19.23,24.92,V,MA,-0.3322489449184225,-0.00044209896506705045,0.7850019640817986
2010-12-16,16.8,22.35,V,MA,-0.7149435813445777,-0.09956289065727357,0.7836663794785046
2010-12-17,16.73,22.13,V,MA,-0.5883676435418579,-0.06677876992499877,0.7825742270014396
2010-12-20,17.0,22.35,V,MA,-0.47145976932079137,-0.03649875043985233,0.78172079504791
2010-12-21,17.01,21.98,V,MA,-0.1656174919750626,0.04271670171949792,0.7814202680607399
2010-12-22,17.14,21.74,V,MA,0.1461708471302252,0.12347222863547981,0.7816848736370643
2010-12-23,17.18,21.83,V,MA,0.11148633140720676,0.11448867796429145,0.7818833563258265
2010-12-27,17.7,22.46,V,MA,0.13376192824326694,0.12025822523160139,0.7821121136133896
2010-12-28,17.68,22.45,V,MA,0.11713317329198603,0.11595125252088061,0.7823103263567045
2010-12-29,17.65,22.55,V,MA,0.008579554175565107,0.08783504799719866,0.7823246317438772
2010-12-30,17.57,22.37,V,MA,0.06690658835255903,0.10294218892468225,0.7824360040968905
2010-12-31,17.59,22.41,V,MA,0.05363018532487729,0.0995035005980886,0.7825243112304829
2011-01-03,17.63,22.09,V,MA,0.3318949233432349,0.17157616247278995,0.783074018861782
2011-01-04,17.65,22.37,V,MA,0.1279887636268633,0.11876293213658624,0.7832816824485085
2011-01-05,18.02,23.03,V,MA,-0.018317277372478458,0.08086856615164388,0.7832530298468292
2011-01-06,18.29,23.11,V,MA,0.1824943336433975,0.13288028507920152,0.7835355113092428
2011-01-07,18.24,23.11,V,MA,0.1279475449583245,0.11875225619114782,0.7837322568170348
2011-01-10,17.95,23.02,V,MA,-0.08839472778864632,0.06271797896314997,0.7835966432575432
2011-01-11,17.97,22.94,V,MA,-0.005513408573168732,0.08418486455593471,0.7835882043841833
2011-01-12,18.15,23.28,V,MA,-0.08883131227118213,0.0626049002956421,0.7834549532762534
2011-01-13,17.79,23.35,V,MA,-0.48676171876186913,-0.040462070535472267,0.782730694593656
2011-01-14,17.78,23.69,V,MA,-0.7373938634050496,-0.10537768271270577,0.7816544475899134
2011-01-18,17.8,23.76,V,MA,-0.7464174929273177,-0.10771487068726723,0.7805731268067052
2011-01-19,17.28,23.54,V,MA,-1.058413948484361,-0.1885243013309178,0.7790320283978064
2011-01-20,17.67,23.51,V,MA,-0.6237485629210902,-0.07594269438555061,0.778126268095325
2011-01-21,17.54,23.35,V,MA,-0.6085501033132736,-0.07200617893579858,0.7772398331183414
2011-01-24,17.95,23.9,V,MA,-0.6055091153861554,-0.07121854017065334,0.7763811345349856
2011-01-25,17.89,24.15,V,MA,-0.8315137824507914,-0.1297554502637294,0.775217962006244
2011-01-26,17.75,24.02,V,MA,-0.8423657973429464,-0.13256620381285464,0.77403687749138
2011-01-27,17.65,23.91,V,MA,-0.8293704438662033,-0.12920030943564564,0.7728720386393225
2011-01-28,17.36,23.49,V,MA,-0.769009900186191,-0.11356647423897884,0.7717756449632265
2011-01-31,17.46,23.65,V,MA,-0.7668765370768007,-0.11301391713406495,0.7706924539990192
2011-02-01,17.68,23.82,V,MA,-0.6560319099763205,-0.08430432429620698,0.7697746393776792
2011-02-02,18.02,23.94,V,MA,-0.3952622483926831,-0.016763018917952757,0.7692256578275973
2011-02-03,17.91,24.54,V,MA,-0.9357491438166647,-0.1567531935229356,0.7679604378083401
2011-02-04,18.23,24.72,V,MA,-0.7298143757870719,-0.10341453836260145,0.7669827821920336
2011-02-07,18.48,25.0,V,MA,-0.6723462610044635,-0.08852986402405766,0.7660938504401785
2011-02-08,18.64,24.96,V,MA,-0.4663160458272486,-0.03516648733398008,0.7654774056821814
2011-02-09,18.32,24.85,V,MA,-0.6797222347741823,-0.09044029675544649,0.7645763474758223
2011-02-10,18.68,25.21,V,MA,-0.576023569587516,-0.06358156184680923,0.7638248143430193
2011-02-11,18.73,25.35,V,MA,-0.612831280467482,-0.07311503604668627,0.763030819742307
2011-02-14,18.93,25.5,V,MA,-0.5105404465013734,-0.04662094002207898,0.7623741351569167
2011-02-15,18.9,25.61,V,MA,-0.6045963364212454,-0.07098212354750236,0.7616007940812669
2011-02-16,18.99,25.44,V,MA,-0.37292262332214676,-0.01097688785592022,0.7611211723003988
2011-02-17,19.04,25.18,V,MA,-0.12107414998306609,0.05425376260985966,0.7609640250191845
2011-02-18,18.96,25.07,V,MA,-0.1136574341083012,0.05617474785315483,0.7608160125292502
2011-02-22,18.43,24.74,V,MA,-0.38018805656176724,-0.012858689757883943,0.7603147961423512
2011-02-23,18.22,24.41,V,MA,-0.32857731728072537,0.0005088802324628062,0.7598761703105582
2011-02-24,18.48,24.42,V,MA,-0.07377419790248751,0.06650480626443948,0.75977781318192
2011-02-25,18.67,24.67,V,MA,-0.07139609014619808,0.06712075407529486,0.7596836680237615
2011-02-28,18.26,24.06,V,MA,-0.017422714151923202,0.08110026475988209,0.7596601294327484
2011-03-01,18.18,24.04,V,MA,-0.0796425320210048,0.06498486355195765,0.7595525179709236
2011-03-02,18.49,24.62,V,MA,-0.20357485613857662,0.032885458664794476,0.7592841127594872
2011-03-03,18.96,25.16,V,MA,-0.1390766419103855,0.04959098168109486,0.7591047949884892
2011-03-04,18.67,24.98,V,MA,-0.2832544881222141,0.012247834166793998,0.7587371692602969
2011-03-07,18.54,24.73,V,MA,-0.21655331700456415,0.02952393960093575,0.7584534297211711
2011-03-08,18.54,24.9,V,MA,-0.3346524874542922,-0.001064634575302265,0.7580181721869194
2011-03-09,18.43,24.8,V,MA,-0.35728546511705517,-0.006926746167028157,0.757551833270849
2011-03-10,17.85,24.36,V,MA,-0.5850340525776438,-0.0659153447705816,0.7567747969038443
2011-03-11,18.13,24.84,V,MA,-0.6473502034409364,-0.08205569694918449,0.7559319727633227
2011-03-14,17.96,24.88,V,MA,-0.8210451176196223,-0.12704398726619123,0.7548651574605958
2011-03-15,17.8,24.46,V,MA,-0.6432160996752785,-0.08098493295307393,0.754015376111009
2011-03-16,17.74,24.43,V,MA,-0.6592979350717485,-0.0851502493819846,0.7531435912841484
2011-03-17,17.86,24.38,V,MA,-0.4859481572501636,-0.04025135197959274,0.7524999244155113
2011-03-18,17.86,24.17,V,MA,-0.31766804099303414,0.0033344649140856567,0.752075632643485
2011-03-21,17.99,24.8,V,MA,-0.6407953204986647,-0.08035793292313162,0.7512417467943009
2011-03-22,17.9,24.68,V,MA,-0.6206225513382755,-0.0751330338535369,0.7504304113184066
2011-03-23,18.0,24.69,V,MA,-0.5116241322339086,-0.046901622784600944,0.7497620142662579
2011-03-24,18.16,25.23,V,MA,-0.732862525680531,-0.104204032130943,0.7488253081918561
2011-03-25,18.02,24.77,V,MA,-0.5118991397910655,-0.04697285181211305,0.7481590286552711
2011-03-28,18.19,25.24,V,MA,-0.6718770949098989,-0.08840834647376568,0.7473009942515808
2011-03-29,18.05,25.17,V,MA,-0.7358519312074492,-0.1049783106661332,0.7463588371556396
2011-03-30,18.56,25.37,V,MA,-0.3634142785985155,-0.008514154995355015,0.745897291233682
2011-03-31,18.41,25.17,V,MA,-0.35286726371485244,-0.005782398744415519,0.7454456600601848
2011-04-01,18.55,25.36,V,MA,-0.3434399386778004,-0.003340650592576275,0.7450094613043298
2011-04-04,18.81,26.12,V,MA,-0.6293784106161695,-0.07740086731907822,0.744233476669838
2011-04-05,18.91,26.29,V,MA,-0.6354372868376004,-0.07897016187058208,0.7434552029987677
2011-04-06,19.0,26.55,V,MA,-0.7156937975834765,-0.0997572023106441,0.7425873370087939
2011-04-07,19.1,26.52,V,MA,-0.5749093192267694,-0.06329296261549536,0.7418894916752177
2011-04-08,19.18,26.31,V,MA,-0.32853788369051884,0.00051909382917542,0.7414875668449457
2011-04-11,19.43,26.66,V,MA,-0.3275179294561532,0.0007832696539119848,0.7410921954034566
2011-04-12,19.26,26.3,V,MA,-0.2235315354743861,0.02771652848645206,0.7408186895617638
2011-04-13,19.38,26.98,V,MA,-0.5883569423615782,-0.06677599823874975,0.7401170104655885
2011-04-14,19.08,26.89,V,MA,-0.7961320543071828,-0.12059131632711585,0.7391644497696981
2011-04-15,19.12,26.76,V,MA,-0.6394685662068795,-0.08001429357398658,0.7383956863306008
2011-04-18,18.92,26.5,V,MA,-0.6273065276243059,-0.07686423402741524,0.7376342085895965
2011-04-19,18.98,26.71,V,MA,-0.6997034593252316,-0.09561558432930808,0.7367915933854449
2011-04-20,19.34,27.0,V,MA,-0.5361294664001939,-0.05324868880550917,0.7361529432000071
2011-04-21,19.44,27.33,V,MA,-0.6579012950682674,-0.084788509107423,0.7353787521064131
2011-04-25,19.44,27.14,V,MA,-0.5020345408216187,-0.04441784642006239,0.7347838813862055
2011-04-26,19.69,27.64,V,MA,-0.600128297304412,-0.06982486778163081,0.7340856836940814
2011-04-27,19.72,27.54,V,MA,-0.4812453226797686,-0.03903328242374993,0.7335237953042762
2011-04-28,19.41,27.47,V,MA,-0.7168496509531437,-0.10005657703444852,0.7326847342902492
2011-04-29,19.53,27.59,V,MA,-0.6634411435504184,-0.08622337156730393,0.7319116036082066
2011-05-02,19.79,27.53,V,MA,-0.34832769485905857,-0.004606616237689955,0.73150482000941
2011-05-03,20.0,28.24,V,MA,-0.6372106738006131,-0.07942948244374716,0.7307794147946393
2011-05-04,19.94,28.24,V,MA,-0.6754953379310642,-0.0893454986537438,0.7300104581420349
2011-05-05,19.68,27.45,V,MA,-0.3476127115580212,-0.004421430180452893,0.7296033774702375
2011-05-06,19.85,27.43,V,MA,-0.15794357368887546,0.04470430432352591,0.729418285588366
2011-05-09,19.96,27.88,V,MA,-0.364466491331207,-0.00878668601399428,0.7289980807507607
2011-05-10,20.09,28.11,V,MA,-0.38961284739340485,-0.015299781531443804,0.7285525737244185
2011-05-11,19.84,27.81,V,MA,-0.4079353377103274,-0.02004544445200735,0.7280810980837946
2011-05-12,19.98,28.21,V,MA,-0.5417553338533736,-0.05470583082642222,0.7274638544435793
2011-05-13,19.98,28.0,V,MA,-0.37687518388896635,-0.012000630796906412,0.7270312565674631
2011-05-16,19.98,27.91,V,MA,-0.3017445667726477,0.007458764606275624,0.7266837895654836
2011-05-17,20.15,28.2,V,MA,-0.33181875580325126,-0.0003306767458497968,0.7263056296384132
2011-05-18,20.0,28.14,V,MA,-0.4245949366655566,-0.024360405991938967,0.7258207155886836
2011-05-19,19.91,28.41,V,MA,-0.6884420833176179,-0.09269880316968063,0.7250419599900605
2011-05-20,19.56,27.76,V,MA,-0.549505702919749,-0.05671323475802697,0.7244058250331321
